Serial, Mutex_t1, Mutex_t2, Mutex_t4, Mutex_t8, ReadWrite_t1, ReadWrite_t2, ReadWrite_t4, ReadWrite_t8
100114, 114544, 105967, 71645, 57745, 77189, 79988, 61861, 55767
102833, 95483, 90950, 63180, 52536, 81731, 70784, 57020, 50049
71982, 71953, 74985, 58695, 45885, 63198, 58346, 45925, 37376
59891, 62793, 66523, 50229, 40938, 64291, 70245, 53438, 41136
59088, 57375, 60162, 41359, 37553, 56352, 49873, 39849, 33429
53333, 57517, 64842, 47450, 43494, 57116, 54704, 39282, 34240
52711, 56581, 59996, 51200, 41696, 56743, 52146, 39305, 34366
55563, 55641, 59249, 46271, 36255, 56253, 49666, 39028, 33578
54224, 56135, 59971, 42277, 37849, 53966, 48337, 37153, 35220
50125, 53430, 50615, 40863, 36243, 51273, 43080, 35201, 30066
49390, 50123, 49143, 35563, 36710, 50096, 42661, 35086, 30962
46866, 49352, 51734, 46570, 33392, 50377, 45808, 34959, 29327
49150, 49712, 54592, 37826, 32104, 52240, 46856, 33658, 30640
48546, 49708, 49329, 39344, 33298, 48199, 43291, 35683, 29676
48919, 50641, 53865, 35602, 32712, 49570, 44429, 36173, 29658
48449, 50668, 52032, 37658, 35935, 50755, 44641, 37595, 28267
45954, 48309, 49761, 37575, 36306, 49799, 44306, 37246, 30695
48915, 46858, 52450, 42476, 38532, 49319, 44186, 35249, 29876
48438, 48687, 54970, 38581, 32000, 48038, 44758, 38155, 34098
56284, 57942, 60514, 43553, 42698, 55840, 47127, 39248, 32453
49441, 54001, 52348, 44798, 33693, 51083, 45627, 37727, 32058
48325, 51537, 52642, 36865, 33345, 46826, 40681, 34426, 28469
43877, 48745, 52668, 38222, 31949, 50973, 42257, 33540, 28345
47341, 48417, 49732, 43908, 34893, 47715, 48615, 33899, 29148
48145, 47180, 50465, 38820, 30300, 47585, 42900, 33104, 27972
43807, 48247, 49961, 37560, 28696, 48202, 41608, 33552, 27901
45591, 47208, 47345, 40318, 30889, 46961, 42282, 33514, 27461
43143, 45895, 43606, 34774, 31064, 46365, 37049, 32645, 27065
46086, 44377, 45711, 38993, 34571, 45042, 39263, 31560, 26825
44250, 44614, 50770, 33246, 29857, 45961, 40006, 31231, 27673
44103, 44580, 51903, 41656, 31883, 48641, 41024, 32130, 28994
44635, 45059, 51797, 40442, 34060, 46212, 43829, 34150, 29598
48924, 50125, 50753, 41664, 34157, 68808, 61220, 41265, 33614
53823, 59469, 74314, 45379, 36341, 59484, 61957, 46470, 36262
57332, 55962, 62945, 53478, 39356, 67996, 62860, 44324, 37406
62681, 68887, 79122, 60455, 59391, 111182, 79936, 60173, 53367
83631, 89472, 118735, 102326, 91014, 109434, 107192, 83384, 65927
106749, 95235, 114979, 113760, 67843, 107633, 113675, 97017, 81992
113989, 105419, 135022, 85872, 68559, 103151, 110602, 76658, 62719
101487, 92984, 130869, 79431, 83835, 127816, 112810, 80811, 127847
194912, 126553, 113989, 102702, 97722, 98900, 117741, 74515, 68685
97421, 150005, 105354, 71545, 55978, 79500, 77557, 59252, 48165
72296, 79988, 103566, 74713, 54748, 92378, 50974348, 51512, 39794
58433, 55152, 64798, 64075, 68822, 157471, 106138, 90862, 74438
210043, 180042, 166854, 147740, 47619, 63450, 59602, 45792, 62145
70531, 366912, 75371, 163536, 170723, 173445, 59550, 54629, 41073
72816, 70703, 60628, 54588, 48942, 54304, 39233, 28446, 28859
41321, 44042, 44187, 37168, 28231, 48088, 40912, 31023, 22685
44821, 39473, 48297, 38076, 31666, 43712, 50746, 31490, 25758
48633, 48055, 48726, 44019, 54383, 128668, 57434, 41594, 26491
45202, 38760, 43337, 28675, 25332, 118595, 73677, 92188, 47130
141044, 114596, 45725, 34825, 97472, 138934, 62868, 33755, 27275
44254, 46202, 47120, 38230, 26692, 40406, 48499, 35583, 33697
51209, 59910, 60242, 45668, 39553, 44158, 39373, 34077, 31090
78160, 93606, 58292, 42425, 29127, 45748, 41789, 29759, 25788
45780, 54102, 52858, 39956, 34390, 51841, 69194, 77845, 46210
83813, 60702, 60361, 44846, 45124, 124909, 67363, 40091, 41675
115197, 121628, 80855, 64842, 52482, 89660, 66298, 38795, 36197
77038, 82321, 61423, 43165, 41910, 71300, 54112, 35530, 29132
44843, 42855, 48003, 36670, 40441, 56731, 42461, 31994, 27924
43285, 44252, 50439, 42043, 30937, 44756, 49053, 37376, 29449
61243, 108718, 68068, 49755, 48240, 112345, 48434, 38634, 34999
76374, 64323, 56253, 40857, 30860, 41838, 40525, 33346, 24642
71906, 46358, 54747, 37427, 32691, 47889, 38736, 31926, 27999
44513, 53307, 47174, 45364, 28846, 41776, 41783, 32228, 23344
39711, 55387, 53419, 40255, 41706, 47797, 50241, 36866, 29751
40600, 40136, 44442, 32283, 30968, 39740, 37657, 30288, 27278
49483, 66960, 48699, 30971, 26114, 39643, 37888, 27401, 22749
39903, 37394, 47285, 32196, 27218, 50336, 43370, 30174, 25007
40518, 40201, 49254, 37570, 40186, 107234, 42487, 32131, 31050
82278, 61990, 54875, 39773, 33055, 50198, 42980, 34981, 29446
44558, 54296, 47000, 37243, 72364, 57733, 47311, 90891, 34652
47258, 55693, 50279, 34617, 32907, 58198, 45749, 36217, 30885
80671, 49599, 51264, 34408, 37025, 49899, 43620, 36345, 32509
54873, 48698, 49840, 39110, 44557, 57313, 43365, 30217, 26946
40225, 40613, 50729, 36474, 41757, 69988, 41130, 32328, 29345
40057, 48191, 55284, 33162, 30850, 44642, 40010, 30826, 23525
39967, 39079, 42390, 34249, 26863, 40319, 36806, 29637, 24018
40885, 37513, 42637, 34880, 29614, 46705, 35881, 32656, 27601
48871, 45753, 46964, 50282, 34059, 43682, 37893, 28006, 23045
40030, 37173, 40395, 35939, 29871, 43496, 39306, 27812, 24695
39406, 44185, 54570, 32727, 26977, 41573, 35644, 29180, 24765
39403, 41281, 49077, 34320, 27849, 45129, 42468, 32205, 26205
40016, 42010, 49635, 36975, 31168, 42283, 43632, 30805, 23891
36087, 39905, 43404, 37129, 28106, 40471, 39202, 27740, 23958
38764, 43237, 47785, 37151, 40125, 49680, 45580, 31116, 24845
37971, 40110, 44089, 37877, 33705, 48132, 70175, 47784, 32049
44115, 39523, 44559, 30412, 26492, 38383, 34884, 27893, 24462
38617, 42220, 44223, 32443, 26518, 40690, 43206, 36000, 33445
52959, 42999, 42950, 32508, 28613, 40523, 32330, 27570, 21752
37157, 38383, 44255, 30740, 29491, 39291, 37193, 28820, 23483
36165, 36845, 42759, 35043, 26614, 39203, 34829, 27137, 24948
40275, 47407, 46698, 33577, 33200, 41462, 37034, 29681, 23776
37334, 36689, 39007, 30461, 28666, 39625, 33999, 28510, 23705
36557, 35842, 40497, 31920, 25284, 42691, 37509, 28052, 23125
38073, 35884, 42630, 32925, 25773, 39533, 36632, 26942, 26690
39755, 49317, 45425, 32978, 26914, 46288, 40309, 45072, 33816
41894, 40979, 44599, 31634, 28586, 42851, 40038, 28898, 24572
39948, 40338, 43043, 28852, 29143, 40613, 37194, 30724, 34102
54270, 41363, 52044, 42643, 35042, 41262, 39303, 28072, 24543
35616, 36897, 41737, 29082, 28569, 38939, 35912, 27088, 21869
37345, 35603, 38502, 32815, 23678, 38098, 35162, 28341, 23729
38958, 43137, 38976, 32477, 29003, 37543, 36827, 28767, 27255
43601, 38569, 36623, 34306, 24941, 36804, 32040, 26106, 23048
36842, 37910, 41121, 31166, 25325, 42640, 35674, 28180, 24475
39332, 37745, 41725, 31245, 27070, 39518, 37157, 28053, 26224
40036, 41261, 42598, 32014, 29521, 49184, 37694, 27057, 23470
37028, 39038, 39183, 34397, 27744, 38493, 36055, 26873, 22506
37693, 37613, 38060, 32625, 26567, 38903, 35300, 28134, 23566
39228, 44096, 53990, 31584, 29057, 39121, 36104, 28555, 26334
49535, 44474, 48040, 37862, 28700, 54762, 34695, 27788, 24192
37979, 37995, 41167, 33936, 35909, 40431, 38633, 28450, 24018
40828, 37295, 42901, 33804, 23929, 37180, 32881, 25775, 23848
38802, 45535, 42430, 37608, 35914, 42646, 42173, 30270, 23112
46335, 47690, 40790, 39558, 25519, 37024, 31220, 26599, 21782
36222, 34130, 41480, 33691, 28136, 37108, 33429, 25569, 22634
36144, 35022, 38431, 31476, 24955, 37770, 30264, 25521, 22122
36898, 39462, 40838, 31200, 25350, 37034, 33083, 27036, 23030
35831, 34746, 35959, 35627, 25161, 37262, 29678, 27620, 22914
37556, 34894, 43403, 31686, 25574, 36492, 33376, 26768, 22487
35249, 34978, 35018, 28428, 24607, 37471, 30552, 27129, 23783
