Serial, Mutex_t1, Mutex_t2, Mutex_t4, Mutex_t8, ReadWrite_t1, ReadWrite_t2, ReadWrite_t4, ReadWrite_t8
35090, 34364, 35402, 33568, 24398, 38719, 33745, 26566, 23004
35745, 33266, 35425, 31886, 24636, 37314, 30058, 25982, 22075
35720, 34067, 36822, 28746, 27001, 36023, 34490, 27363, 23050
35006, 33781, 43482, 31991, 29484, 38481, 30096, 26493, 23156
35960, 34865, 34812, 30820, 23718, 37188, 32240, 26182, 22394
36426, 34255, 35227, 29184, 26467, 36783, 34044, 27438, 23059
34993, 40366, 47395, 31024, 24514, 37345, 31018, 28388, 25340
41697, 41776, 41722, 34226, 26135, 39039, 33833, 27486, 22257
34693, 33790, 39687, 30800, 24178, 37186, 29961, 26072, 22649
35730, 33222, 36532, 32511, 24620, 36028, 29934, 26887, 23299
34667, 33287, 38577, 32778, 26710, 36728, 33604, 28137, 23342
36224, 36267, 41600, 29585, 24875, 36957, 32409, 28306, 22794
34416, 34678, 36983, 34079, 22956, 36119, 31954, 24849, 22259
36570, 33755, 39322, 31780, 24904, 37310, 32133, 26488, 22032
36392, 34147, 37830, 35146, 24802, 38055, 35001, 25856, 22781
36076, 34048, 39166, 30505, 25016, 35997, 33407, 27210, 22519
36107, 33056, 34930, 32852, 26210, 37145, 31472, 25514, 22821
35826, 34046, 38562, 29010, 23682, 37676, 30698, 27377, 23570
37061, 34368, 39891, 33088, 24230, 36544, 32170, 28216, 22926
35139, 34762, 36296, 26826, 27563, 38353, 30329, 25524, 21962
35481, 32596, 34557, 30375, 25050, 39142, 33464, 28678, 22987
35168, 34069, 34494, 29712, 30795, 36685, 37905, 26761, 23113
38195, 37434, 38474, 31317, 25551, 36640, 33508, 28246, 22305
36048, 34366, 34826, 29886, 25318, 38193, 29605, 24419, 22899
35132, 33254, 36775, 30098, 23060, 37606, 34226, 26611, 23041
35985, 34752, 35366, 33536, 24157, 37729, 36000, 28379, 23257
36205, 34648, 38234, 25925, 27079, 38001, 32281, 26142, 22989
37069, 34138, 38210, 29983, 26551, 37333, 30654, 26551, 22203
36502, 34058, 41985, 31823, 26332, 37807, 33147, 26620, 23059
36059, 33793, 38467, 28597, 26294, 38931, 36584, 25968, 23797
35047, 34430, 36809, 28739, 24103, 37180, 33271, 27246, 23295
34511, 34313, 38158, 29438, 25228, 38612, 30677, 25284, 23978
35783, 34847, 34976, 36368, 26593, 37416, 31154, 26832, 22161
35957, 36861, 41717, 31825, 22595, 37043, 33123, 27562, 23070
34400, 34225, 37222, 28042, 23568, 38178, 31460, 27284, 22623
36150, 34158, 37009, 33426, 26062, 37335, 33192, 26625, 21910
36632, 33664, 35083, 30429, 24875, 37253, 33862, 26192, 23502
38558, 37423, 37912, 30642, 24486, 37135, 29826, 26539, 22261
34981, 34114, 38094, 31590, 24182, 36533, 35417, 27029, 22235
37042, 33095, 34079, 36225, 26268, 37615, 29606, 27336, 22547
35960, 33835, 36543, 31925, 25785, 38266, 35908, 28988, 23699
34788, 32894, 35517, 30923, 23118, 37794, 30061, 27384, 22664
36426, 34383, 37952, 30520, 26185, 36866, 33219, 26375, 22335
35047, 34725, 35468, 30349, 22756, 38097, 31428, 27395, 22261
34238, 34637, 41207, 39704, 23660, 38369, 35520, 26769, 22655
38999, 34122, 33425, 30343, 27822, 37183, 29687, 27452, 23096
36002, 34223, 39110, 40184, 25387, 36427, 33219, 27394, 22720
35466, 34572, 35670, 36426, 27117, 37786, 30271, 26657, 22900
36426, 33924, 40714, 29798, 25369, 37577, 31618, 26888, 22691
36248, 33750, 35698, 34251, 24370, 37717, 30792, 27008, 21962
36888, 37164, 39644, 30931, 25527, 35862, 36723, 25490, 22930
35651, 34377, 35131, 33027, 23913, 37061, 29744, 27324, 23704
36069, 34041, 38581, 29333, 25411, 38222, 31266, 27173, 22529
37648, 33422, 35823, 32122, 25358, 37780, 33940, 25852, 22330
34801, 33436, 35871, 30434, 24932, 37060, 30425, 25148, 23062
35851, 34658, 36779, 38487, 24975, 37033, 33451, 28387, 23479
36627, 36316, 39431, 31959, 25224, 36186, 29320, 26796, 22828
36385, 34940, 36360, 29335, 27481, 38935, 30747, 27380, 23010
35828, 33774, 34588, 35265, 25656, 36580, 36248, 27702, 23789
35356, 35521, 35799, 34478, 24654, 38588, 34672, 28078, 22780
36825, 33238, 34667, 28555, 27853, 36755, 33381, 25941, 22362
36233, 34536, 37060, 28860, 24167, 37140, 29928, 24909, 23381
35186, 38984, 38764, 29660, 24385, 37623, 32282, 26884, 22300
35613, 33398, 33372, 36712, 33370, 39252, 30796, 26919, 22794
35481, 33939, 37230, 31675, 25323, 38383, 32437, 24468, 22279
35267, 33688, 35213, 34577, 23796, 38377, 31140, 26937, 22971
37097, 34161, 35722, 34389, 24612, 37665, 33350, 27910, 22481
36151, 34453, 42453, 33571, 27275, 38057, 30263, 28064, 26589
37016, 34413, 34262, 28400, 23299, 38198, 31860, 26650, 22872
36440, 34774, 39434, 30348, 24703, 37209, 28619, 28295, 22662
35791, 35062, 35469, 31809, 25017, 36843, 35021, 27830, 24733
35875, 38616, 36208, 29647, 26986, 35628, 30276, 28347, 22947
36047, 34015, 39927, 27937, 24217, 37058, 32345, 27455, 22325
37117, 33520, 33692, 29089, 25196, 36636, 33054, 26924, 22526
36740, 33854, 33877, 32282, 29538, 38888, 37707, 29306, 22624
35689, 33961, 34486, 31427, 26136, 37736, 33192, 26985, 22071
34737, 33995, 39548, 32058, 23711, 36030, 33415, 26959, 22792
36574, 34306, 37424, 29678, 26573, 38125, 33872, 26553, 23639
35705, 33847, 34548, 38871, 26860, 37755, 35113, 28154, 22160
35462, 33819, 34854, 30141, 24940, 37700, 33865, 27932, 22691
35428, 33896, 35778, 37343, 27929, 37999, 32608, 24846, 22143
34965, 33437, 35529, 31717, 27006, 40124, 37353, 26900, 22873
35284, 33446, 45622, 31704, 26448, 37080, 34480, 27635, 23284
34696, 33671, 38912, 31478, 22633, 38722, 32848, 27310, 22321
35962, 33336, 37800, 29886, 25624, 37303, 29871, 27016, 21743
35242, 32775, 36319, 31008, 23262, 38771, 30527, 27399, 23073
35981, 41695, 49057, 32690, 24980, 36850, 34530, 27515, 23224
37195, 33364, 37240, 31857, 24437, 37577, 30823, 27772, 22250
34828, 34381, 37800, 31006, 24730, 37877, 33704, 26992, 23066
35398, 33953, 34068, 28366, 28789, 37537, 30667, 29618, 22994
34471, 37836, 37096, 31661, 26136, 37942, 34547, 27359, 23832
38007, 34320, 33902, 30763, 24358, 37481, 29786, 28363, 22795
36327, 33609, 35617, 32115, 22837, 37562, 34463, 26023, 22768
36444, 34443, 42009, 32951, 26216, 36876, 35306, 26169, 22418
36861, 33208, 38216, 37682, 27874, 38873, 32603, 26076, 22070
33923, 33616, 34947, 32148, 26020, 37219, 33086, 28659, 23300
36106, 34601, 35253, 35246, 25176, 37262, 32140, 28062, 23688
36560, 34755, 36734, 40579, 29419, 37538, 32411, 28309, 23971
35123, 33319, 38517, 34676, 24562, 37979, 31032, 25668, 22427
35714, 34198, 36801, 33658, 25049, 37219, 34113, 27213, 22346
36521, 33954, 38257, 33072, 24997, 37644, 30653, 28106, 22416
35859, 33257, 41753, 32404, 26908, 37633, 32654, 27801, 21742
35887, 33744, 38032, 28401, 25458, 36786, 32188, 27047, 22505
35183, 34245, 34493, 37473, 26019, 37692, 32028, 25780, 22200
35078, 34391, 39828, 29535, 25149, 36604, 32100, 27207, 23171
38670, 39313, 38542, 33422, 28235, 36131, 29799, 26784, 22634
35027, 32489, 40574, 28071, 24501, 37335, 32753, 25524, 23231
35866, 33686, 36202, 33567, 25558, 37095, 30555, 27598, 22718
35218, 33240, 35416, 35086, 26202, 37548, 34640, 28686, 23102
35200, 35035, 38916, 31650, 25156, 37937, 30834, 27707, 22779
35492, 33642, 37104, 28620, 25593, 36240, 32705, 26841, 22854
36243, 34640, 35401, 37905, 31879, 76299, 44635, 29467, 24067
35201, 37526, 41351, 39400, 30281, 37612, 34524, 27656, 23128
37219, 36427, 42320, 32172, 27114, 43381, 38000, 30631, 29646
36616, 41703, 44483, 32439, 27063, 40390, 39114, 35819, 32918
54969, 41185, 42531, 33751, 28048, 40568, 42940, 36613, 32822
41681, 45493, 55253, 45642, 34497, 44620, 38895, 32278, 27020
41210, 45782, 46259, 33087, 29196, 43887, 39992, 31516, 25454
36944, 39244, 42620, 31520, 24156, 38336, 36782, 29552, 27907
37238, 39422, 42193, 31867, 27880, 39633, 36774, 27805, 24229
37498, 37124, 38820, 31764, 27541, 38550, 33060, 29572, 24226
36162, 37991, 40973, 32671, 26299, 48607, 33892, 28000, 24122
36169, 36284, 40333, 33850, 32964, 40507, 42576, 28232, 24260
36593, 35096, 38066, 31470, 23715, 37850, 37060, 28225, 26190
36763, 35238, 41691, 34406, 24927, 39079, 36032, 27301, 22755
36933, 37366, 41881, 33855, 25700, 37932, 34576, 27754, 24609
39995, 50279, 50820, 42176, 36312, 50663, 36766, 28871, 23193
36619, 37695, 43114, 30078, 29880, 37998, 37366, 27683, 23563
37410, 34349, 41420, 32375, 26290, 37721, 34354, 27409, 22519
37838, 36389, 43039, 30975, 24641, 52935, 40766, 27961, 22965
38639, 35150, 41243, 29449, 25126, 39482, 37099, 27244, 23522
37567, 36307, 44759, 32307, 24414, 39141, 37113, 28265, 22919
36259, 34981, 39887, 34485, 28560, 38690, 34149, 28864, 23160
37007, 38222, 46193, 40765, 30133, 39028, 37740, 27754, 24509
36344, 38869, 41768, 30336, 26355, 39691, 34836, 27327, 22790
37175, 34943, 40160, 36235, 25674, 40084, 38603, 28730, 23560
37893, 36684, 38859, 28883, 28895, 36460, 33818, 32442, 25542
36002, 34036, 41244, 31926, 25684, 39556, 35311, 26945, 22791
36068, 37178, 39365, 30665, 25602, 38424, 37255, 27050, 22516
36799, 35055, 43849, 33789, 24337, 37926, 34685, 27317, 24519
37230, 39516, 40468, 31523, 29972, 38115, 38729, 32936, 25453
36522, 38685, 44242, 29928, 25843, 36626, 34020, 28137, 22743
35778, 34730, 36408, 31254, 26628, 37602, 31575, 27146, 22756
36415, 34796, 36746, 35924, 27924, 37882, 33638, 26846, 23512
36066, 38873, 40399, 30522, 24033, 37597, 32432, 25714, 23085
35446, 35420, 36262, 29757, 24876, 39171, 36773, 26945, 22942
36545, 33951, 37922, 33712, 24037, 36648, 33792, 27137, 23184
35074, 34702, 35530, 33085, 26420, 38073, 33739, 27686, 23219
36413, 34425, 33915, 32336, 24082, 37115, 36492, 27422, 23291
36577, 38247, 40516, 28449, 35270, 38636, 32578, 26237, 23004
36036, 33532, 35615, 30202, 25674, 36700, 31490, 25368, 23161
35787, 38231, 35722, 30422, 22056, 38310, 34914, 26462, 22616
34385, 34349, 41841, 33626, 24615, 36307, 31612, 25468, 22216
35645, 34277, 34427, 36711, 25384, 38098, 33773, 25706, 22429
36611, 33400, 34163, 34291, 23786, 36365, 31264, 26700, 23689
35395, 34193, 40551, 29246, 27974, 38556, 36126, 27179, 23375
35496, 34670, 37372, 33242, 29169, 37341, 34565, 27422, 22327
37205, 34671, 38879, 31877, 25051, 37865, 32026, 27240, 22070
36341, 34702, 35624, 31329, 24036, 37051, 34190, 27815, 23182
35358, 37724, 41224, 30085, 24405, 37408, 31013, 26614, 23074
36096, 35408, 34848, 30028, 25919, 38165, 33387, 27586, 23955
35309, 34064, 34839, 30379, 25449, 37755, 29559, 26061, 23107
35673, 33577, 37930, 29765, 24224, 37290, 35051, 27379, 23457
37136, 38863, 35381, 28849, 25050, 38241, 30046, 26388, 23176
35103, 33179, 39150, 33236, 24583, 37088, 33738, 26995, 22596
36875, 33840, 36052, 31238, 26029, 37366, 32707, 25863, 23051
35914, 33562, 39485, 34242, 26794, 39125, 35899, 24797, 22761
36003, 35699, 37413, 29581, 24997, 37147, 34326, 25468, 23885
35747, 34379, 35285, 35577, 23406, 37107, 31336, 27913, 23305
36826, 33757, 36774, 34815, 23386, 36988, 34721, 26747, 22970
36242, 35853, 45813, 30791, 25188, 37244, 31149, 27857, 22585
36747, 34080, 34709, 34050, 26066, 38149, 33087, 26215, 22792
35541, 34879, 35059, 31670, 24846, 37382, 31617, 26113, 21792
34945, 33312, 34641, 31427, 25235, 37399, 33121, 26490, 23104
39090, 38562, 40454, 31856, 24574, 37618, 30121, 26089, 23176
38822, 33844, 37154, 34230, 23665, 38672, 34343, 25237, 23049
34583, 33573, 35364, 33397, 26076, 36364, 31089, 27660, 22312
35416, 33490, 35643, 33718, 25166, 39547, 34873, 28752, 25010
38058, 34186, 36119, 38772, 24208, 36427, 32121, 27383, 23763
35194, 33915, 35996, 29626, 25661, 38232, 31869, 27135, 23406
34491, 34565, 32620, 31708, 26107, 37361, 29762, 27461, 23466
36480, 35815, 35816, 30186, 25458, 38819, 34751, 24357, 22904
36443, 34071, 35611, 32881, 25130, 36441, 32949, 27663, 22759
35810, 32950, 37192, 28161, 26578, 37305, 34380, 27718, 22108
37457, 33975, 38620, 34270, 25042, 37449, 34543, 28436, 22785
36758, 33643, 41428, 30078, 26104, 40820, 38290, 24751, 23440
35622, 35266, 35340, 32523, 24238, 38778, 32114, 25795, 23849
37300, 44111, 43313, 29976, 24593, 38940, 37024, 27308, 23280
35959, 34011, 34129, 34521, 24752, 38023, 34520, 27723, 23629
36367, 36320, 39513, 36575, 25691, 37476, 32610, 26606, 21831
36009, 36508, 34340, 32977, 25585, 36623, 31422, 28334, 23649
35499, 34833, 34899, 31069, 25823, 38553, 30202, 26166, 22879
36099, 34731, 36859, 32077, 26118, 37968, 35024, 28705, 23945
35150, 34491, 38442, 32417, 24711, 37263, 32107, 25091, 22765
36599, 34248, 38562, 28895, 25719, 36335, 34864, 27404, 23302
36029, 34253, 36440, 31114, 24908, 39201, 30159, 26623, 24697
35097, 35077, 39431, 32253, 27296, 38862, 36774, 26967, 23261
35560, 40526, 35856, 31542, 25667, 36871, 29681, 25235, 22736
36574, 35079, 33056, 31889, 26941, 38115, 33583, 27260, 23135
35132, 33910, 37495, 29995, 28267, 36590, 28940, 26362, 22480
34860, 34038, 42636, 31332, 24240, 37735, 34888, 26915, 23420
36694, 34665, 34830, 31235, 26273, 37550, 31603, 26063, 23647
35360, 33356, 36195, 31626, 22703, 37920, 32545, 26262, 22660
36367, 34781, 33099, 31538, 24717, 37598, 30777, 27305, 23234
36788, 35569, 40063, 30323, 24451, 37601, 32226, 28458, 22311
34126, 32396, 36571, 35403, 23564, 37210, 33772, 26543, 22430
35783, 34398, 36014, 31853, 24580, 38143, 32377, 26558, 22269
36268, 35120, 36401, 34287, 25404, 38355, 33996, 30092, 23666
36000, 36064, 40668, 31284, 24650, 38125, 33671, 27149, 23797
37929, 33726, 37222, 28553, 27853, 37320, 29660, 27568, 22610
35681, 34057, 36477, 30635, 26929, 38203, 32608, 28040, 23848
35345, 34190, 40240, 34279, 26246, 39248, 36058, 28041, 22696
35799, 34246, 40054, 31732, 24279, 36691, 33103, 26315, 22072
36118, 34429, 37987, 34806, 25090, 36551, 30989, 24831, 23008
36523, 35438, 35845, 32697, 26530, 37229, 34887, 27726, 22308
35663, 37642, 41858, 33240, 27402, 36961, 35296, 27441, 23323
35661, 34732, 35912, 30644, 23496, 37771, 29521, 27659, 23781
35652, 33230, 37753, 31192, 24916, 37602, 35036, 26787, 23134
36282, 33838, 36471, 35618, 25840, 37088, 32471, 27878, 23413
36068, 37162, 38636, 31602, 29789, 38098, 35332, 26636, 23598
36090, 34210, 36437, 31470, 24603, 36804, 31893, 27302, 23066
35827, 36412, 38538, 33892, 26686, 36545, 35625, 28048, 24185
35792, 33507, 37470, 31650, 25505, 40036, 36472, 27250, 21921
35839, 35446, 34915, 29265, 27838, 38047, 35227, 26501, 22864
35475, 33135, 37371, 30257, 24454, 37286, 32170, 27002, 21640
37353, 33420, 34819, 32013, 25835, 37883, 32086, 26613, 23399
36805, 35023, 38690, 34430, 32053, 38953, 37945, 27406, 22918
37482, 34638, 39191, 33154, 26513, 37173, 33154, 33524, 26396
36901, 33706, 35696, 30165, 27140, 36246, 32136, 26747, 24322
35996, 33268, 38455, 29829, 34132, 36730, 34062, 27728, 23745
37024, 41576, 43501, 32638, 28045, 36791, 29394, 26695, 23396
36816, 33127, 37744, 29917, 25955, 39043, 36665, 26714, 23519
36416, 35927, 36339, 36623, 25256, 37669, 31699, 27778, 23913
35305, 34508, 35585, 34232, 26848, 38748, 35104, 26567, 23965
35916, 33590, 36429, 28934, 25562, 37594, 30557, 27589, 23289
35762, 34292, 37736, 34384, 25304, 37577, 34100, 28286, 22990
37170, 37065, 38940, 33066, 26184, 37793, 32193, 27614, 22317
35699, 34724, 33522, 39190, 26488, 38726, 32217, 26790, 22681
36050, 34270, 40723, 30510, 27148, 40160, 34621, 27038, 22152
35635, 34167, 34439, 30051, 26987, 37299, 33176, 27622, 23082
36458, 34512, 36307, 29612, 28422, 37838, 30128, 26896, 22880
37207, 34844, 40349, 32163, 26277, 36879, 34937, 27873, 23564
39882, 39580, 37485, 28429, 24162, 37163, 34287, 26983, 24207
36377, 33395, 35814, 34209, 25522, 37856, 29946, 29006, 24203
35489, 33515, 35575, 32658, 25154, 38084, 33772, 28286, 23251
36701, 37258, 39605, 32555, 26436, 36905, 32160, 26587, 22872
35509, 34520, 35487, 34808, 26056, 37071, 34359, 28412, 23891
35365, 33300, 36159, 33717, 24262, 37171, 30482, 26729, 23706
34992, 33248, 36118, 30057, 22334, 37636, 34146, 28642, 22630
37455, 34885, 42258, 30267, 23359, 38173, 32233, 29059, 23699
36852, 34699, 40094, 29455, 25011, 37585, 32731, 27397, 22038
36006, 34286, 38122, 29362, 25831, 37543, 35187, 26111, 23064
37540, 34380, 39181, 31998, 28832, 37077, 33124, 26527, 23782
34845, 34712, 38487, 31046, 25758, 38298, 29770, 26902, 23251
35690, 33795, 37175, 40825, 28488, 37415, 33439, 25344, 23369
36335, 33745, 36833, 30799, 25584, 37222, 32089, 25180, 22951
36071, 37521, 41942, 29750, 24701, 37146, 32252, 27953, 24135
35638, 33291, 35601, 31422, 25909, 37669, 29216, 26802, 22927
35359, 33488, 36577, 33604, 26591, 36151, 35294, 27645, 22713
36307, 33809, 35570, 37245, 25867, 37585, 33172, 29568, 23858
39068, 35726, 36620, 36497, 24115, 38041, 33777, 27227, 22619
37999, 35010, 39068, 33727, 26731, 38342, 31469, 26385, 22215
35463, 39013, 34933, 32425, 26974, 38894, 31695, 27268, 21802
36134, 39744, 46475, 56222, 53174, 38785, 35762, 28642, 24245
35187, 33883, 39525, 27631, 24258, 39063, 33006, 27387, 23070
35422, 33611, 37203, 30839, 27054, 38665, 29592, 27058, 22633
35433, 36133, 35017, 37862, 26430, 37234, 33213, 26766, 23013
36976, 37859, 40268, 30971, 25624, 36861, 30266, 26454, 22324
35515, 35331, 34253, 33837, 26570, 36699, 32368, 26668, 22779
35327, 35177, 35631, 31877, 25770, 38752, 35379, 26146, 21626
35150, 35370, 37467, 32268, 26500, 38277, 39371, 32099, 25385
40322, 39465, 42019, 34890, 27504, 38981, 35705, 27145, 22340
37086, 39062, 44213, 30929, 24370, 37811, 33385, 27293, 23322
35434, 34134, 40931, 29778, 26466, 37187, 31531, 26310, 22732
36530, 33827, 37372, 32626, 27432, 39561, 37537, 28153, 22651
34240, 34114, 34703, 34135, 27815, 38138, 32425, 26124, 22892
35714, 33015, 37403, 30763, 25554, 36694, 33504, 27615, 23726
36257, 33807, 36555, 29485, 27110, 37845, 29939, 26316, 22783
35110, 33881, 37915, 32494, 30643, 37972, 38757, 28050, 24044
35717, 33556, 37271, 31114, 24458, 38452, 31884, 27286, 22520
35012, 36278, 37432, 29003, 27949, 37927, 31732, 26207, 22477
35994, 34646, 34687, 33232, 23605, 38515, 34039, 28770, 22736
36174, 37105, 41394, 31031, 26607, 37580, 31546, 25335, 23311
35881, 33512, 38147, 29198, 25514, 37714, 33565, 28401, 22465
35688, 34045, 35269, 30092, 25000, 37446, 30161, 27146, 22849
35476, 33349, 34737, 32375, 30061, 37263, 34098, 27283, 25605
37334, 36088, 36211, 32292, 27328, 37858, 32269, 27343, 23431
