Serial, Mutex_t1, Mutex_t2, Mutex_t4, Mutex_t8, ReadWrite_t1, ReadWrite_t2, ReadWrite_t4, ReadWrite_t8
10138, 9249, 22256, 21363, 21989, 11283, 7013, 7358, 7360
10290, 9239, 48189, 33398, 36757, 25963, 18070, 11700, 9910
20645, 17193, 37083, 29066, 39666, 13256, 10891, 6285, 6815
9788, 12212, 37710, 31710, 26177, 9940, 11738, 14067, 11468
17922, 15617, 25358, 34961, 33433, 14012, 9580, 8570, 8151
12009, 11297, 25441, 24286, 26953, 15939, 7125, 8571, 7806
11113, 12722, 24990, 25585, 28589, 10400, 12488, 9184, 11885
19987, 12812, 31141, 26874, 25649, 10259, 9971, 9752, 7734
12049, 12093, 29701, 22044, 22386, 10124, 8183, 7365, 7845
9692, 10054, 21965, 21415, 21697, 9880, 9592, 7299, 6995
9583, 9184, 21413, 22416, 21998, 11331, 8116, 7563, 8232
9104, 25623, 34028, 15827, 23119, 14994, 10609, 8085, 7253
10396, 9585, 24351, 22744, 24186, 10939, 8902, 7528, 8154
11187, 9981, 24491, 22381, 23012, 10149, 8364, 7446, 6928
11444, 10087, 22734, 22156, 20310, 9488, 7259, 7478, 7082
9838, 10014, 21360, 21408, 20374, 11585, 7550, 8142, 7765
9194, 9170, 21890, 21825, 22989, 9980, 9960, 7397, 7114
10606, 9528, 29297, 21975, 29468, 11394, 7226, 7635, 6808
10628, 11059, 22330, 22934, 21867, 10290, 9163, 7585, 7001
11501, 11249, 22194, 23098, 29216, 30312, 19804, 12248, 15492
16693, 20071, 34936, 24760, 23841, 10969, 7916, 6916, 7613
9144, 10925, 23741, 24382, 23812, 11382, 9693, 7585, 8922
9196, 10214, 22501, 22064, 22538, 11882, 12252, 7296, 7656
9355, 10710, 21193, 25716, 23054, 10998, 10529, 7108, 7160
10815, 10721, 24731, 27679, 22005, 9629, 9199, 7034, 7321
9178, 9305, 22241, 22504, 20735, 11317, 9594, 7641, 6854
8718, 11678, 33940, 30103, 27712, 11388, 8536, 9985, 8698
12581, 13534, 24591, 22372, 30993, 15388, 17294, 9505, 10268
18087, 18369, 27877, 21196, 23178, 13091, 14913, 10088, 8000
22470, 14155, 26713, 24659, 27525, 9711, 7469, 7078, 7657
10696, 9675, 26658, 23468, 22437, 10704, 8116, 7016, 7801
8935, 10249, 22285, 26689, 22235, 10782, 7280, 6886, 7099
9814, 12219, 23458, 27339, 22240, 11183, 8379, 7482, 7496
10255, 13488, 31983, 25112, 28858, 13251, 12072, 7078, 8742
10959, 10329, 27011, 26225, 25262, 11062, 7137, 8786, 6872
10985, 11114, 30631, 22022, 27901, 30272, 15068, 8516, 7677
15221, 9842, 21267, 27200, 23033, 9833, 7413, 7439, 7434
9289, 9749, 23922, 22946, 25431, 11705, 9608, 7727, 7987
10496, 10166, 23643, 23676, 24165, 11992, 8484, 7345, 6689
9712, 8999, 21257, 22830, 22353, 10703, 10137, 6540, 7068
9170, 11487, 23014, 20766, 21456, 10577, 10157, 7366, 7365
10294, 9628, 22418, 20013, 26232, 21045, 12127, 8761, 7267
14303, 13266, 36787, 30801, 23219, 11610, 7446, 8194, 8423
11674, 11346, 23861, 31633, 27963, 35947, 15628, 9074, 7803
16956, 10977, 22440, 23266, 23216, 9603, 7165, 7450, 6858
8999, 9649, 23338, 21300, 22423, 9410, 7201, 7447, 6736
11423, 10408, 22886, 21855, 21380, 10602, 7293, 7540, 7482
9326, 9539, 21763, 20878, 23283, 10938, 8015, 6774, 8077
9411, 10617, 24621, 36337, 33043, 12225, 12471, 7996, 8214
9091, 10574, 35194, 28607, 30914, 18107, 13475, 9860, 7355
11027, 11672, 22302, 21392, 21485, 9883, 11064, 7257, 7136
9237, 10621, 21592, 23689, 26269, 15774, 11347, 13144, 11266
12421, 18527, 26892, 21246, 23041, 10271, 7546, 7235, 7123
9991, 11309, 25636, 23407, 22138, 10913, 9621, 7283, 7735
9028, 9677, 22665, 21511, 22166, 10280, 7769, 7467, 6802
10765, 8968, 23224, 22429, 22456, 12002, 8687, 7833, 6749
10447, 11675, 21763, 21893, 28126, 10936, 7925, 7630, 7204
9486, 9781, 35201, 30810, 35469, 19166, 11968, 8758, 9109
17511, 11965, 25147, 21026, 20432, 9697, 7390, 7427, 7696
10921, 9943, 20999, 21623, 24979, 26099, 14226, 10964, 14677
17924, 21174, 20994, 21449, 24725, 10027, 7318, 7261, 6964
10704, 9412, 20570, 20161, 20140, 10367, 7038, 7257, 7510
10196, 9139, 21134, 21449, 19964, 9510, 7416, 7428, 8053
10616, 18119, 37090, 27435, 32030, 10189, 7134, 7776, 6732
13096, 12164, 21964, 21830, 23899, 9555, 7697, 7138, 9419
16995, 17954, 31798, 25841, 24154, 9909, 7089, 7323, 8242
9162, 10634, 21546, 20722, 21373, 9777, 8145, 9078, 7065
10989, 9981, 23149, 21163, 27576, 10302, 15671, 10730, 12368
27701, 18435, 30215, 21468, 21611, 10390, 7032, 7317, 6976
10022, 10587, 21217, 20339, 21767, 10177, 7542, 7349, 8336
9755, 10563, 20952, 20811, 20759, 12126, 7081, 8407, 7892
20788, 23673, 35914, 31279, 28375, 18362, 12051, 7277, 7578
8994, 9753, 20258, 24363, 19705, 15542, 7914, 7064, 7023
9875, 9769, 21634, 20879, 19625, 9306, 7009, 7222, 6995
8780, 9617, 20895, 21292, 25959, 9671, 7010, 7192, 7097
8986, 9394, 21349, 21495, 21308, 9556, 10055, 9530, 9267
18526, 25814, 38859, 32971, 31118, 11098, 6981, 7559, 6813
8942, 9453, 18974, 19964, 21007, 10256, 8553, 6907, 7207
11882, 10662, 22997, 20316, 27894, 14313, 7389, 7319, 7405
9355, 9444, 22553, 25176, 20887, 10070, 7918, 7723, 7039
8699, 10280, 18728, 27480, 20542, 9963, 7879, 7334, 7876
9230, 8996, 19343, 17694, 18803, 9597, 7323, 7089, 6865
10692, 10024, 23237, 20210, 21372, 9663, 6981, 7260, 6857
8876, 9605, 21060, 21382, 22956, 11500, 7139, 7226, 7357
9146, 9565, 21554, 23519, 28023, 16469, 14859, 9758, 8357
10950, 15700, 32777, 18608, 21004, 10474, 13533, 7785, 10593
9626, 9297, 26757, 27158, 20818, 13850, 7060, 7287, 6973
9441, 15032, 18497, 21193, 20789, 12782, 6905, 7142, 6548
9114, 9410, 19215, 19522, 19889, 10017, 7026, 7216, 6888
11749, 9219, 19220, 18971, 18378, 9546, 7238, 7305, 7216
9202, 10033, 18353, 18040, 18879, 9612, 7404, 7141, 7152
9140, 13138, 19623, 19173, 18800, 10816, 6886, 7126, 6807
10474, 11394, 21794, 25754, 32297, 10527, 8905, 6932, 7676
9016, 9532, 25399, 27547, 28775, 26783, 12101, 9117, 7365
13838, 10703, 25110, 21180, 23374, 11502, 11280, 8333, 8018
9589, 10032, 24851, 24013, 28900, 10689, 7601, 7163, 7534
10092, 9245, 21550, 20934, 20413, 11494, 7912, 7169, 7659
9647, 9706, 21982, 20698, 21123, 11625, 6824, 7073, 6921
9352, 9255, 22382, 20519, 21159, 11317, 7191, 7385, 7117
10348, 12550, 20691, 20309, 22757, 9512, 7167, 7268, 7117
9418, 9720, 22888, 22105, 32488, 20341, 13345, 10617, 9588
13105, 37082, 25380, 22218, 25104, 24865, 19033, 10671, 10940
21379, 10233, 31973, 29836, 31430, 11376, 11547, 8534, 9882
14500, 9759, 24197, 22856, 26852, 11912, 7531, 8875, 8125
11402, 11980, 25115, 25054, 24281, 11355, 8979, 7438, 8289
10687, 12565, 26230, 22083, 23962, 10196, 12132, 7582, 6713
9337, 8966, 20971, 20682, 20162, 10635, 7004, 7459, 7411
9512, 9391, 21881, 21082, 21482, 14132, 8941, 6942, 7275
14343, 11179, 30045, 30422, 34777, 11370, 13117, 7480, 9723
11480, 12028, 34238, 28575, 25286, 20428, 10578, 10283, 9780
20255, 12101, 28687, 26304, 22737, 10358, 7739, 7143, 7511
9262, 10261, 19836, 23098, 23183, 9928, 8598, 7499, 7546
11699, 10291, 21433, 21462, 21468, 10047, 10282, 6989, 7396
9596, 9222, 23032, 20315, 21311, 11292, 7618, 7465, 7133
9201, 10266, 23092, 25056, 21667, 9913, 7346, 7865, 6936
9530, 9918, 22644, 21629, 20793, 9503, 9089, 6835, 7027
11317, 9447, 23266, 25618, 22188, 9732, 7553, 7387, 6916
9464, 9701, 26212, 26235, 25727, 13315, 16631, 14076, 14232
19161, 10105, 38254, 33684, 31508, 13238, 11191, 7679, 8296
13160, 10736, 24010, 28597, 24794, 11317, 10934, 7152, 9446
10625, 9560, 27343, 24804, 26627, 16260, 10410, 7479, 10121
11721, 10262, 28830, 23029, 23472, 9978, 7489, 7561, 7082
9313, 9370, 22451, 24585, 23201, 9768, 9740, 7082, 7146
9341, 15060, 22315, 23358, 22681, 10142, 8114, 7456, 7368
9938, 10188, 24026, 21852, 22262, 10795, 7210, 7476, 8014
10661, 10033, 21889, 21448, 22197, 10057, 12854, 9440, 8301
23546, 10851, 24039, 33365, 34867, 11697, 8209, 7088, 7211
11769, 10364, 21966, 21654, 22223, 10943, 7392, 7537, 7103
9429, 10542, 22963, 20266, 21417, 10824, 7210, 7019, 7266
9702, 11225, 21654, 21859, 23524, 9694, 7126, 7111, 7974
10039, 11197, 22457, 24075, 26836, 10853, 6888, 7366, 6818
9402, 10660, 20810, 21648, 21933, 10082, 7294, 7335, 7100
9297, 10689, 22977, 21742, 21953, 9429, 7530, 7073, 7378
10016, 9814, 23440, 21702, 24303, 12154, 8407, 6907, 7445
9000, 10509, 25841, 32092, 25222, 15375, 11866, 9513, 9634
17512, 12408, 36779, 22273, 22888, 13514, 6917, 7416, 7033
9227, 12166, 23130, 20436, 21862, 9613, 7302, 7052, 7063
9132, 10182, 21129, 20981, 21399, 9448, 7133, 7048, 7403
8698, 10439, 26952, 22893, 20765, 9353, 10023, 7420, 8078
9908, 14508, 36654, 24218, 27794, 9825, 7854, 8215, 6686
8674, 9615, 20164, 20558, 21143, 10412, 6896, 7644, 7505
10673, 9610, 22814, 20236, 20702, 27501, 30007, 8900, 7424
25817, 21423, 49817, 46612, 32263, 16147, 7268, 7117, 7834
10511, 12319, 25970, 22707, 21038, 9715, 7548, 7206, 7661
11527, 10175, 20143, 20899, 20527, 10474, 10480, 8107, 6779
10538, 9356, 22401, 20827, 19329, 9797, 11217, 6824, 7277
9149, 9961, 20591, 21194, 20473, 10408, 6971, 7219, 7212
8865, 11035, 20660, 20579, 20910, 11396, 7345, 7298, 7657
10814, 12760, 21848, 20751, 21584, 11852, 6637, 7403, 7041
9862, 9775, 23253, 21587, 21279, 9499, 7658, 7366, 6800
10911, 9995, 19323, 20945, 21321, 9917, 7382, 7863, 7007
9259, 9611, 35920, 30105, 28588, 16090, 10145, 7549, 7317
12097, 11956, 21357, 20321, 18791, 11795, 8338, 7131, 7169
9374, 11287, 22739, 20706, 20695, 9563, 7210, 7398, 7160
11586, 12627, 20375, 19372, 20852, 10104, 6945, 6990, 6922
9446, 11014, 20004, 20061, 19824, 9474, 7129, 7177, 7086
9171, 9718, 20359, 20309, 21127, 9605, 7113, 7537, 7719
9061, 10653, 21203, 19747, 22149, 11203, 7250, 7215, 7417
10871, 9309, 20055, 20028, 20768, 10037, 7281, 7535, 6747
9208, 10283, 21131, 19429, 20481, 9845, 7374, 7233, 7089
9371, 9865, 33709, 27586, 28114, 10842, 12878, 8457, 9060
9725, 9080, 22048, 22234, 22422, 10744, 7364, 6873, 7033
9417, 12503, 20969, 19596, 19967, 9781, 7666, 7324, 7222
9027, 10033, 22962, 19852, 19926, 9934, 7085, 7054, 7189
8760, 9301, 19656, 19879, 21365, 9445, 6834, 7240, 7361
9044, 9252, 20314, 21496, 20174, 9542, 7436, 7461, 6730
10738, 14214, 21046, 22085, 22054, 9557, 7311, 7248, 7097
9361, 12876, 22391, 20382, 22121, 9738, 7211, 7273, 7611
9115, 9189, 20808, 20281, 20614, 9783, 6960, 7226, 6989
9175, 16091, 36755, 26232, 32172, 12002, 10902, 7833, 6856
9014, 10462, 22788, 22543, 22402, 10341, 6698, 7357, 7088
9186, 9006, 21602, 20797, 20711, 13496, 7895, 6901, 7432
11467, 9425, 20860, 18740, 19765, 9475, 7226, 7288, 7421
9361, 11200, 20052, 19637, 20849, 9540, 7544, 7185, 7246
8907, 9664, 19894, 20908, 21171, 10354, 7803, 7188, 7270
10407, 9534, 20093, 20686, 22352, 9632, 7343, 7237, 7227
9991, 9296, 22641, 20603, 21741, 9513, 7271, 7193, 6749
19449, 9560, 22287, 22275, 20916, 9235, 8022, 8916, 8344
9104, 18847, 35739, 28422, 30613, 10821, 7097, 7332, 7190
8745, 10296, 20648, 21489, 20902, 9523, 7195, 7129, 7515
9420, 9279, 24186, 20556, 21453, 9472, 7326, 6903, 7168
10682, 12383, 23101, 21989, 20670, 9469, 7558, 7113, 7558
11259, 9783, 20370, 21950, 22195, 9519, 8649, 7117, 6903
9487, 9584, 20598, 20389, 21161, 9411, 6868, 7232, 7567
9100, 9355, 18612, 20639, 21387, 9883, 6823, 7458, 6806
10049, 12397, 22137, 22301, 22157, 9861, 7081, 7366, 6682
9184, 12015, 21767, 22816, 21363, 14068, 11367, 9586, 7946
26436, 23195, 37403, 30100, 23909, 10932, 9834, 7644, 7121
8928, 10640, 24907, 23881, 22651, 10983, 7866, 7256, 7512
10447, 11067, 23709, 23440, 23028, 10949, 7164, 8079, 7269
10768, 9839, 22826, 23763, 22102, 11951, 10061, 8044, 7621
12718, 10141, 23705, 23447, 22047, 10135, 7152, 7084, 7254
9147, 11717, 23573, 32209, 30812, 11853, 11397, 8237, 7208
9762, 20308, 25777, 32121, 30293, 14943, 12260, 10013, 7210
12061, 11092, 27605, 25126, 25295, 21747, 14435, 7969, 10084
16723, 24773, 35016, 25824, 24007, 15139, 8362, 7090, 7507
11307, 12882, 27512, 28558, 26189, 12301, 7433, 9923, 7941
10511, 12414, 28854, 27137, 32017, 11872, 13321, 8378, 8895
10260, 9340, 26523, 28145, 32264, 12939, 10545, 8672, 7554
11543, 11478, 25702, 31419, 31423, 13482, 9922, 8443, 13547
11881, 12500, 32515, 25207, 24756, 10306, 11383, 8544, 8937
15141, 16953, 29113, 24153, 26234, 18304, 15289, 13467, 13642
28056, 25014, 37716, 34709, 30151, 13527, 10415, 9123, 7575
11711, 13636, 26256, 26794, 26768, 11433, 11077, 11808, 8354
10311, 12433, 27329, 27118, 27713, 14926, 52445, 8440, 11822
10601, 16766, 57917, 28001, 25833, 14050, 11792, 7214, 8827
12746, 9689, 26333, 27800, 25438, 14270, 10196, 7587, 8276
12256, 14803, 25288, 30291, 30533, 11937, 7650, 8504, 6952
15044, 15850, 37128, 37055, 28223, 25967, 17686, 10621, 8795
21266, 16186, 29962, 22555, 28916, 11496, 9233, 10524, 10562
10654, 10819, 24533, 25568, 22925, 11071, 7609, 7217, 7064
9346, 9251, 25931, 21791, 24103, 10251, 7429, 7271, 7607
9090, 14011, 20799, 19908, 16991, 9608, 7386, 6891, 7304
8987, 9601, 19215, 22190, 31557, 15078, 12020, 9089, 9255
12604, 12898, 25643, 26100, 23346, 15826, 12761, 8795, 7719
12235, 12831, 25010, 30995, 26972, 16998, 9709, 10692, 9367
15317, 13588, 40024, 38294, 37906, 14846, 12745, 7639, 9782
13451, 10219, 25643, 23310, 23395, 12256, 10493, 9244, 7594
9833, 10390, 22192, 23602, 21586, 11158, 7498, 6897, 7384
9001, 10757, 22064, 21280, 21672, 9795, 7311, 7391, 7017
9560, 11747, 22777, 21459, 28711, 13725, 12776, 9327, 9187
13592, 11200, 27097, 27487, 22411, 10333, 8242, 6798, 7947
8938, 10856, 20336, 21968, 22298, 9732, 7395, 7488, 7583
9275, 9579, 21506, 20489, 24984, 12017, 7379, 8546, 7173
14655, 15904, 31508, 33707, 28636, 12935, 14169, 11048, 8022
9404, 14149, 20942, 20897, 19031, 9464, 7641, 7300, 7453
9003, 9755, 17584, 20292, 22734, 10469, 7479, 7349, 6902
8922, 9221, 23996, 22706, 23342, 11208, 7498, 7671, 6750
10158, 9368, 23756, 23778, 26996, 12060, 7183, 8658, 6917
11390, 10686, 23926, 22851, 23232, 11317, 8906, 8257, 7116
11713, 11548, 21701, 21672, 22825, 10219, 8163, 7398, 8040
9718, 10055, 25744, 20504, 24809, 15543, 8108, 7918, 7620
10699, 10620, 24467, 31831, 36131, 19710, 17562, 10625, 10593
16393, 15858, 33542, 27552, 22086, 10295, 8369, 7605, 7031
11645, 12097, 21710, 20874, 24028, 9658, 7002, 7416, 7039
10404, 12612, 21302, 20398, 20954, 9624, 10816, 9133, 6853
8992, 9257, 25800, 36840, 27193, 12243, 14594, 8114, 7143
11265, 10255, 21719, 27004, 22346, 12797, 7049, 7102, 7704
8892, 16599, 32386, 28011, 30797, 10014, 7069, 7397, 7100
12011, 9361, 21469, 20196, 21554, 11137, 7367, 7431, 7238
11023, 11011, 25579, 35912, 31213, 30338, 14149, 9683, 16150
16299, 13208, 38307, 25620, 25591, 10830, 8200, 7368, 7627
9944, 9788, 23014, 23339, 23487, 10085, 7879, 7388, 7916
9224, 10625, 23559, 25262, 22432, 10777, 8733, 7700, 7010
10121, 10233, 23268, 20659, 22806, 10307, 6980, 7099, 7387
10171, 9593, 20004, 21084, 25735, 10465, 7053, 7466, 7045
9137, 9339, 20176, 19981, 20171, 10906, 7146, 7432, 7651
8843, 9888, 19423, 22133, 19629, 9650, 7388, 7869, 7225
9664, 9826, 20931, 19633, 19389, 10398, 13614, 10026, 8111
15926, 10268, 34779, 31918, 34643, 18239, 10290, 7941, 7523
9335, 10181, 20693, 17909, 20218, 9941, 6930, 7281, 7225
8861, 9720, 19345, 19226, 19632, 9528, 8374, 7511, 7020
8916, 11067, 25023, 24790, 26691, 13654, 9562, 7474, 8673
12629, 13396, 27416, 20655, 27150, 13831, 9816, 7518, 8519
16019, 13696, 28631, 23895, 28198, 14000, 11787, 8064, 7241
10119, 11603, 21212, 22617, 21791, 11748, 6981, 7405, 6769
9430, 9159, 19196, 19377, 20353, 19684, 14402, 9411, 8357
10403, 22654, 32090, 35584, 36815, 18506, 9583, 6892, 7484
9005, 9748, 20737, 19132, 20681, 10057, 9887, 7426, 7258
9653, 10221, 21005, 20381, 20207, 11072, 10297, 7305, 7070
9618, 9192, 19468, 20598, 19454, 10981, 7195, 7113, 6758
9069, 9713, 18837, 18640, 23055, 12136, 10431, 7143, 7125
9405, 10538, 19483, 20780, 19893, 9831, 7831, 7204, 7505
8985, 9349, 20626, 20521, 22178, 9805, 7148, 7522, 6681
9326, 9390, 22600, 19364, 21021, 10202, 7591, 7082, 7321
12007, 9523, 31837, 33809, 32829, 10190, 11366, 7176, 7370
9235, 23331, 31714, 33973, 20636, 9789, 7037, 7537, 6733
11596, 10307, 20074, 21751, 20913, 10259, 7380, 7271, 6737
9086, 9270, 18638, 18955, 20020, 10010, 7021, 7464, 7022
8984, 8975, 18749, 19925, 20314, 9417, 7121, 7280, 7348
9246, 9252, 19755, 19054, 19835, 9546, 8278, 6907, 7681
9106, 9444, 18409, 18348, 19306, 9755, 7107, 7383, 7547
9068, 9542, 20450, 24293, 26116, 12752, 7718, 10239, 7428
11325, 12343, 28721, 24720, 22038, 9520, 9526, 7595, 11576
16108, 15929, 35370, 34495, 26016, 12991, 13358, 8754, 11863
16082, 47535, 32749, 27306, 26495, 16882, 11463, 6746, 7867
14740, 9203, 22100, 20564, 20845, 11029, 7026, 7332, 6988
12126, 9554, 21601, 20838, 20663, 13012, 7849, 7042, 7203
9183, 9797, 22250, 20812, 21023, 9612, 7372, 7085, 7207
9228, 12378, 22462, 20724, 20482, 10250, 9818, 7224, 6870
9506, 11880, 20866, 19396, 21403, 13678, 7045, 6902, 7189
11599, 12129, 21593, 20419, 20438, 10499, 7014, 7166, 7036
9661, 9387, 32548, 34244, 30485, 10138, 13419, 11823, 8563
11078, 15224, 35392, 25534, 21899, 11608, 6686, 6851, 6695
9838, 13107, 23280, 20103, 21104, 9558, 8268, 6954, 6794
9201, 9848, 20641, 20110, 20434, 9508, 8779, 6996, 6939
9007, 10836, 20966, 19370, 19887, 9441, 6898, 7185, 7722
8925, 9496, 22140, 20647, 19642, 9606, 9727, 6914, 7351
12141, 9480, 22529, 29727, 19250, 9788, 9266, 6886, 6908
9568, 12558, 21281, 19881, 19528, 10512, 7458, 6766, 6851
9090, 9451, 19570, 18670, 21440, 9632, 13885, 7877, 8003
9210, 13864, 33270, 30954, 34070, 10489, 14502, 8551, 7620
14381, 9652, 17791, 20538, 19269, 9511, 6768, 6865, 6879
9072, 9070, 18626, 18835, 19588, 9672, 7113, 7166, 6813
9091, 9303, 20403, 18302, 17904, 9839, 7279, 6838, 7170
9756, 9661, 20528, 20278, 20447, 10350, 7065, 7316, 7234
8958, 9524, 21044, 19856, 21231, 10002, 6948, 7297, 8583
10822, 9402, 20702, 20535, 19853, 9406, 6804, 6782, 6839
8979, 11128, 20675, 20807, 20878, 9372, 6922, 6746, 7617
9334, 11608, 21019, 19508, 25534, 27281, 11901, 9214, 8242
13213, 11922, 19788, 25439, 33220, 10585, 9983, 8900, 7411
11179, 9858, 18707, 18988, 20732, 9678, 9591, 6917, 7140
9634, 9223, 18352, 19363, 19968, 14572, 7028, 6717, 6744
9044, 9684, 19478, 17113, 18079, 10563, 6889, 6811, 6918
9510, 10576, 22156, 15696, 16507, 9331, 7313, 6780, 7078
8947, 9490, 21255, 19062, 16818, 9714, 6934, 6762, 6817
10347, 10072, 19936, 17741, 19398, 10305, 6911, 7274, 6853
10332, 10099, 20665, 19983, 19927, 11347, 6816, 6854, 6730
10515, 13983, 20522, 15552, 18083, 10109, 13863, 9208, 7810
9161, 9542, 33894, 27154, 22591, 9999, 13859, 9579, 8065
9349, 10369, 29421, 18162, 19450, 9429, 7019, 6785, 6551
9027, 9452, 18776, 18972, 18822, 9772, 7126, 6938, 6862
8759, 9841, 21411, 19073, 19274, 9605, 7162, 6765, 6881
11315, 9325, 19998, 20571, 21814, 9733, 8745, 6896, 6791
11810, 9264, 21724, 18129, 19308, 11397, 7086, 6633, 6849
10268, 11502, 24507, 18708, 19012, 9462, 7700, 7015, 6582
9267, 12698, 18212, 18040, 18356, 9612, 6750, 6761, 7176
9314, 12402, 19057, 17729, 20822, 12326, 12117, 11458, 8425
9827, 10424, 35924, 33030, 25288, 21796, 14685, 13510, 12691
19394, 17114, 30120, 25981, 27470, 11946, 8657, 9652, 7992
12625, 10790, 28608, 25716, 21693, 11870, 11180, 10144, 7771
14774, 12726, 29621, 23949, 24874, 11341, 8210, 9580, 7909
18597, 13222, 27255, 27783, 27073, 14157, 11847, 7571, 8676
12342, 15049, 26378, 27837, 29895, 11747, 7175, 8920, 7237
9859, 11561, 24071, 28312, 26503, 10601, 10754, 8806, 9604
28008, 16234, 29154, 31581, 32043, 15635, 12927, 13255, 9801
15149, 13614, 34724, 29523, 25333, 11408, 13212, 8275, 8330
13297, 15385, 27198, 27651, 28480, 14736, 9622, 8674, 8730
9363, 11939, 28024, 25428, 27116, 15112, 10827, 7662, 9962
12671, 10036, 27836, 27611, 25997, 11833, 10274, 7475, 9845
13641, 12363, 23880, 20707, 28127, 11071, 7212, 8071, 7801
12506, 10388, 25265, 23788, 22130, 13587, 7383, 7058, 6833
9574, 10651, 24133, 33464, 35197, 16850, 11719, 8841, 7391
9836, 11750, 37961, 35424, 34671, 12793, 7870, 6887, 7010
8890, 10586, 19567, 21544, 22295, 10067, 6785, 7118, 7317
11231, 9447, 19495, 19726, 18181, 11418, 7145, 7091, 6772
9387, 9453, 20731, 18635, 20699, 9526, 7171, 7204, 6887
8892, 11064, 18081, 18913, 20041, 15376, 12370, 10055, 8375
18083, 13875, 33509, 33471, 31497, 13502, 11279, 7925, 9048
11332, 12829, 27750, 31039, 29187, 15986, 7411, 10059, 7479
74410, 23337, 24548, 30571, 37910, 15412, 10809, 7800, 11457
17772, 13568, 35025, 29891, 29296, 14934, 8682, 9330, 7721
11125, 13638, 26399, 23973, 29168, 14068, 8306, 9021, 7929
10150, 11490, 20745, 22855, 21810, 11244, 7138, 8188, 6792
11388, 13063, 21670, 19691, 19903, 9695, 7258, 6877, 6879
10337, 11805, 21603, 30459, 32663, 16910, 11690, 7412, 9943
13048, 12119, 24375, 28482, 25712, 11788, 11700, 7429, 8724
15304, 9831, 25635, 20995, 27359, 25450, 14593, 11040, 11058
14013, 13854, 37078, 32164, 37879, 15459, 8165, 8422, 8036
10196, 10382, 24083, 28812, 31095, 14742, 9109, 10952, 7700
12568, 12540, 28011, 27378, 28022, 14052, 9661, 7865, 8958
