Serial, Mutex_t1, Mutex_t2, Mutex_t4, Mutex_t8, ReadWrite_t1, ReadWrite_t2, ReadWrite_t4, ReadWrite_t8
12205, 10746, 20457, 20340, 17186, 13750, 9190, 7839, 8282
12109, 10458, 19757, 21621, 19318, 12192, 9276, 7758, 7736
11667, 10806, 24379, 20813, 21972, 13135, 9377, 7051, 7994
11767, 11767, 23146, 22736, 19154, 11808, 9707, 8042, 8143
14282, 10623, 19016, 21644, 19998, 12268, 9496, 7803, 7965
11154, 10450, 19884, 19174, 21778, 11680, 9458, 7093, 8038
10838, 10947, 21107, 22029, 21312, 11850, 9677, 7784, 7815
11962, 10685, 19569, 21095, 19829, 11792, 9478, 7713, 8141
11088, 10723, 20393, 18910, 17865, 11792, 9481, 6747, 7997
14395, 10783, 20840, 24240, 19443, 15069, 9456, 7746, 7899
12053, 11527, 19342, 24404, 19713, 11951, 9736, 8397, 8460
12100, 11330, 20669, 21648, 20364, 12129, 9457, 8666, 7851
11292, 10846, 18351, 23650, 20292, 11720, 9488, 7852, 7976
11823, 10993, 19836, 20076, 17534, 12555, 9810, 7684, 8036
11541, 11352, 22517, 22497, 20289, 11503, 9429, 7816, 8060
11408, 10788, 20582, 17834, 17876, 11567, 9273, 7986, 7995
13513, 10670, 19350, 22563, 24508, 12020, 9453, 7665, 7910
11731, 10899, 19122, 20035, 18831, 11626, 9434, 7531, 8053
11708, 10469, 20787, 20768, 19446, 11971, 10377, 7821, 8010
11524, 10843, 26562, 23477, 18872, 11726, 9764, 7625, 7872
12521, 10882, 22461, 19813, 22941, 11624, 9172, 7768, 7951
12157, 10848, 19146, 19661, 19546, 11701, 9335, 7725, 8000
11971, 10578, 20495, 23168, 19594, 11946, 9738, 7911, 7744
11534, 11254, 20084, 20411, 17773, 15683, 9402, 7545, 8041
14894, 10773, 21321, 21349, 19053, 11802, 9623, 7625, 8103
12200, 11946, 23413, 21273, 20033, 12210, 9040, 7716, 8090
14152, 10006, 19617, 22729, 18344, 16881, 13708, 7452, 7898
12468, 17268, 23076, 35039, 27878, 20117, 12838, 10051, 8366
19714, 28556, 25660, 22202, 20856, 12170, 10189, 8042, 8187
10765, 11760, 24570, 21901, 20666, 11678, 9377, 8070, 7934
12142, 11184, 20705, 20071, 20153, 11978, 9090, 7978, 7957
12315, 11511, 22901, 22880, 18530, 12615, 9548, 7842, 7868
10933, 11682, 18704, 18464, 19584, 12098, 9548, 7514, 7943
11903, 10885, 21196, 21519, 20423, 11859, 9925, 8195, 8198
11717, 11709, 21810, 23514, 18661, 12740, 9386, 7706, 8069
11684, 10933, 19782, 19467, 19963, 12157, 9801, 8024, 8406
12001, 11311, 21743, 18577, 19096, 11557, 9646, 8045, 7493
10802, 11168, 22442, 22247, 18271, 15470, 9541, 7726, 8031
11257, 10997, 20094, 24262, 17922, 15289, 9102, 7840, 7970
11924, 10883, 21513, 22911, 17496, 11825, 9336, 7813, 8024
12126, 10552, 17977, 20809, 19089, 11909, 9675, 7798, 8160
11409, 10580, 22179, 21361, 22180, 11984, 9432, 7816, 7985
11362, 11360, 19364, 25628, 20038, 11946, 9534, 7622, 7910
11481, 11017, 19261, 19937, 20031, 12771, 9367, 7841, 8092
14154, 11404, 20802, 24488, 21346, 11726, 11189, 7763, 8278
12550, 10988, 20368, 19302, 20419, 11775, 9571, 7635, 7973
12264, 11059, 20727, 24115, 19254, 13612, 9691, 7359, 7965
12095, 10690, 22274, 23630, 18904, 12830, 9264, 7709, 7976
11948, 10908, 23660, 24340, 20493, 13239, 9428, 7756, 8031
11964, 10430, 21235, 18589, 18600, 12694, 8814, 7907, 8297
12444, 10826, 22791, 21191, 19171, 11967, 9398, 7061, 7975
11969, 12448, 19046, 21147, 19365, 12509, 9369, 7763, 7942
12383, 11631, 19469, 19602, 18404, 11876, 9518, 8171, 7376
11262, 10677, 22517, 22404, 18278, 11834, 9425, 8389, 7850
12058, 10484, 19972, 24541, 19754, 11761, 9870, 7260, 8173
11537, 12181, 19460, 22972, 17798, 11918, 9223, 7727, 7996
12301, 10742, 21096, 19110, 17755, 11827, 9465, 7881, 8139
14772, 10870, 24958, 22129, 20434, 11782, 9393, 7774, 8185
11643, 10096, 20125, 21406, 18293, 11601, 9513, 7714, 8044
14191, 11519, 19766, 22114, 18278, 12322, 9640, 7621, 8023
12113, 11113, 20418, 26710, 17426, 11535, 9620, 7892, 8046
11881, 10854, 26037, 24417, 19726, 13290, 12649, 9044, 8075
11450, 10483, 21521, 22409, 21399, 11845, 9106, 7840, 8140
12377, 11874, 21289, 23498, 18617, 12098, 9250, 7763, 7965
14657, 10550, 19060, 27259, 20492, 11571, 9673, 7830, 8144
20843, 10322, 20640, 28000, 18515, 11743, 9841, 7955, 8039
13303, 11174, 20056, 19534, 17039, 12656, 9496, 7673, 8205
11802, 11700, 19296, 21655, 17974, 12395, 9358, 7678, 8048
14019, 9949, 21223, 21586, 19053, 11805, 9821, 7818, 7922
11029, 10837, 20981, 23764, 19468, 12148, 10021, 9017, 8130
12698, 11593, 21205, 22469, 19824, 12470, 9835, 7942, 8078
14426, 13745, 23240, 21791, 19231, 14403, 9359, 7876, 7957
11848, 10735, 19453, 20270, 19589, 11474, 9256, 8115, 8053
10547, 10315, 22227, 22859, 19381, 11480, 9838, 7757, 8186
11849, 11998, 18208, 22321, 17913, 11917, 9049, 7817, 7882
11781, 10535, 23179, 22194, 19595, 12059, 9854, 7807, 8007
